Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check
"Gordon, George P.",GordonGeorgeP,Work and Industry,5,images/639.jpg,General,"Major-General Charles George Gordon CB, also known as Chinese Gordon, Gordon Pasha, and Gordon of Khartoum, was a British Army officer and administrator. He saw action in the Crimean War as an officer in the British Army. ",img,wi
"Graham, Martha",GrahamMartha,Cultural and Community Life,5,,,,ccl,ccl
"Gray, Asa",GrayAsa,Work and Industry,5,,,,wi,wi
"Gray, Juanita",GrayJuanita,Cultural and Community Life,5,,,,ccl,ccl
"Green, Rayna",GreenRayna,Cultural and Community Life,5,,,,ccl,ccl
"Groebli, Werner",GroebliWerner,Cultural and Community Life,5,,,,ccl,ccl
"Harding, Kenneth R.",HardingKennethR,Political and Military History,5,images/640.jpg,,"Kenneth R. Harding served as Sergeant at Arms of the United States House of Representatives from October 1, 1972 until February 29, 1980.",img,pmh
"Harrison, William",HarrisonWilliam,Cultural and Community Life,5,images/181.jpg,9th U.S. President,William Henry Harrison was an American military officer and politician who served as the ninth president of the United States in 1841. ,img,ccl
"Hering S. A., Alfredo",HeringSAAlfredo,Cultural and Community Life,5,,,,ccl,ccl
"Hornbrook, Thomas L.",HornbrookThomasL,Work and Industry,5,,,,wi,wi
"Howe, E.R.",HoweER,Cultural and Community Life,5,,,,ccl,ccl
"Jackson, Virgil A.",JacksonVirgilA,Political and Military History,5,,,,pmh,pmh
"Jacque, Charles Emile",JacqueCharlesEmile,Work and Industry,5,,,,wi,wi
"Johnson, Jack",JohnsonJack,Cultural and Community Life,5,images/642.jpg,American singer-songwriter,"Jack Hody Johnson is an American singer-songwriter, multi-instrumentalist, actor, record producer, documentary filmmaker and former professional surfer. Johnson is known primarily for his work in the soft rock and acoustic genres. In 2001, he achieved commercial success after the release of his debut album, Brushfire Fairytales. ",img,ccl
"Jolson, Al",JolsonAl,Cultural and Community Life,5,images/643.jpg,American-Lithuanian singer,"Al Jolson was a Lithuanian-born American singer, comedian, and actor. Jolson has been dubbed ""the king of blackface"" performers, a theatrical convention since the mid-19th century. ",img,ccl
"Kahan, Benjamin",KahanBenjamin,Cultural and Community Life,5,,,,ccl,ccl
"Kennedy, Jr., John",KennedyJrJohn,Political and Military History,5,images/644.jpg,Former American senator,"Edward Moore Kennedy was an American politician and lawyer who served as a U.S. Senator from Massachusetts for almost 47 years, from 1962 until his death in 2009. ",img,pmh
"Keyes, Alan",KeyesAlan,Political and Military History,5,images/645.jpg,American pundit,"Alan Lee Keyes is an American conservative political activist, pundit, author and former ambassador.
A doctoral graduate of Harvard University, Keyes began his diplomatic career in the U.S. ",img,pmh
"Kim, Bill",KimBill,Cultural and Community Life,5,images/646.jpg,American football team,The Buffalo Bills are a professional American football team based in the Buffaloâ€“Niagara Falls metropolitan area. They compete in the National Football League as a member club of the league's American Football Conference East division. ,img,ccl
"Kogan, Belle",KoganBelle,Cultural and Community Life,5,,Industrial designer,Belle Kogan was a Russian born industrial designer and is regarded as the first prominent female in the profession in the United States as well as one of the founders of the profession itself. ,ccl,ccl
"Koubek, Eva",KoubekEva,Cultural and Community Life,5,,,,ccl,ccl
"Lawrence, Lilly F.",LawrenceLillyF,Cultural and Community Life,5,,,,ccl,ccl
"Lazio, Rick",LazioRick,Political and Military History,5,images/648.jpg,U.S. representative,Enrico Anthony Lazio is a former four-term U.S. Representative from the State of New York. Lazio became well-known during his bid for U.S. Senate in New York's 2000 Senate election; he was defeated by Hillary Rodham Clinton. Lazio also ran unsuccessfully for the 2010 New York State Republican Party gubernatorial nomination.,img,pmh
"Lee, Robert E.",LeeRobertE,Political and Military History,5,,,,pmh,pmh
"Leech, John",LeechJohn,Work and Industry,5,images/649.jpg,British Politician,"John Sampson Macfarlane Leech is a British Liberal Democrat politician who is currently Leader of the Opposition on Manchester City Council. He was the Member of Parliament for Manchester Withington from 2005 to 2015.
",img,wi
"Locke, L. Leland",LockeLLeland,Medicine and Science,5,,,,ms,ms
"Lockwood, Belva Ann",LockwoodBelvaAnn,Political and Military History,5,images/650.jpg,American attorney,"Belva Ann Bennett Lockwood was an American attorney, politician, educator, and author. She was active in working for women's rights, including women's suffrage. Lockwood overcame many social and personal obstacles related to gender restrictions. ",img,pmh
"Looff, Charles I. D.",LooffCharlesID,Cultural and Community Life,5,images/651.jpg,Wood carver,"Charles I. D. Looff was a German master carver and builder of hand-carved carousels and amusement rides, who immigrated to the United States of America in 1870. Looff built the first carousel at Coney Island in 1876. ",img,ccl
"Lozoya, Esther Rafsky",LozoyaEstherRafsky,Cultural and Community Life,5,,,,ccl,ccl
"Ludy, Friedrich August",LudyFriedrichAugust,Work and Industry,5,,,,wi,wi
"Madison, Dolley",MadisonDolley,Political and Military History,5,images/652.jpg,Former First Lady of the United States,"Dolley Todd Madison was the wife of James Madison, President of the United States from 1809 to 1817. She was noted for holding Washington social functions in which she invited members of both political parties, essentially spearheading the concept of bipartisan cooperation, albeit before that term was in use, in the United States. ",img,pmh
"Marie, Kaitlin",MarieKaitlin,Medicine and Science,5,images/653.jpg,Civil rights advocate,"Kaitlin Marie Bennett is an American gun rights activist and conservative social media personality. Bennett received media attention in 2018 for open-carrying an AR-10 rifle at Kent State University after graduating.
",img,ms
"Marshall, Jim",MarshallJim,Work and Industry,5,images/654.jpg,American musician,"James Marshall ""Jimi"" Hendrix was an American musician, singer, and songwriter. Although his mainstream career spanned only four years, he is widely regarded as one of the most influential electric guitarists in the history of popular music, and one of the most celebrated musicians of the 20th century. ",img,wi
"Martinez, Leopold E.",MartinezLeopoldE,Cultural and Community Life,5,,,,ccl,ccl
"Mason, Sidney",MasonSidney,Cultural and Community Life,5,images/655.jpg,English cricketer,Mason Sidney Crane is an English cricketer who plays for the national side. He is a right-arm leg break bowler who bats right-handed.,img,ccl
"Maurer, Louis",MaurerLouis,Cultural and Community Life,5,,Swiss football player,"Louis Maurer was a Swiss football player and manager. He played as a goalkeeper.
Maurer coached FC Blue Stars ZÃ¼rich, Lausanne Sports, FC Fribourg, Marseille, R. Union Sportive Tournaisienne, FC ZÃ¼rich, FC Lugano, AC Bellinzona and Switzerland. In his coaching career, he won two national championship titles and three Swiss Cups.",ccl,ccl
"Merrill, James H.",MerrillJamesH,Political and Military History,5,,,,pmh,pmh
"Merritt, R. N. S.",MerrittRNS,Medicine and Science,5,,,,ms,ms
"Milholland, Inez",MilhollandInez,Political and Military History,5,images/657.jpg,Lawyer,"Inez Milholland Boissevain was a suffragist, labor lawyer, socialist, World War I correspondent, and public speaker who greatly influenced the women's movement in America. ",img,pmh
"Miller, Edward R.",MillerEdwardR,Work and Industry,5,,,,wi,wi
"Millet, Jean Francois",MilletJeanFrancois,Work and Industry,5,images/658.jpg,French artist,Jean-FranÃ§ois Millet was a French artist and one of the founders of the Barbizon school in rural France. Millet is noted for his paintings of peasant farmers and can be categorized as part of the Realism art movement. ,img,wi
"Moore, Charlie",MooreCharlie,Cultural and Community Life,5,images/659.jpg,American actress,"Demi Gene Moore is an American actress and film producer. After making her film debut in 1981, she appeared on the soap opera General Hospital and subsequently gained recognition as a member of the Brat Pack with roles in Blame It on Rio, St. ",img,ccl
"Morse, Paul",MorsePaul,Work and Industry,5,,American professional golfer,John Paul Morse is an American professional golfer who currently plays on the Champions Tour.,wi,wi
"Murray, John",MurrayJohn,Cultural and Community Life,5,,,,ccl,ccl
"Music, Sports, and Entertainment",MusicSportsandEntertainment,Cultural and Community Life,5,,,,ccl,ccl
"Noggle, Anne",NoggleAnne,Work and Industry,5,,,,wi,wi
"Nusser, Heinrich",NusserHeinrich,Work and Industry,5,,,,wi,wi
"Olney, Edward",OlneyEdward,Medicine and Science,5,,,,ms,ms
"O'Malley, John",O'MalleyJohn,Cultural and Community Life,5,,American academic,"John William O'Malley is an American academic, Catholic historian, and Jesuit priest. He is a University Professor at Georgetown University, housed in the Department of Theology and Religious Studies. ",ccl,ccl
"Ostheimer, Private Helen",OstheimerPrivateHelen,Political and Military History,5,,,,pmh,pmh
"Outerbridge, Jr., Paul",OuterbridgeJrPaul,Work and Industry,5,,American photographer,"Paul Outerbridge, Jr. was an American photographer prominent for his early use and experiments in color photography.
Outerbridge was a fashion and commercial photographer, an early pioneer and teacher of color photography, and a creator of erotic nude photographs that could not be exhibited in his lifetime.",wi,wi
"Page, Brian R.",PageBrianR,Medicine and Science,5,images/664.jpg,Postal service company,"Royal Mail Group plc is a British postal service and courier company, originally established in 1516 as a department of the English government. The company's subsidiary Royal Mail Group Limited operates the brands Royal Mail and Parcelforce Worldwide. ",img,ms
"Patterson, Frank S.",PattersonFrankS,Cultural and Community Life,5,,,,ccl,ccl
"Peale, Charles Willson",PealeCharlesWillson,Work and Industry,5,,,,wi,wi
"Pearson, Joan Jockwig",PearsonJoanJockwig,Cultural and Community Life,5,,,,ccl,ccl
"Pease, Richard H.",PeaseRichardH,Cultural and Community Life,5,,,,ccl,ccl
"Peebles, Ann",PeeblesAnn,Cultural and Community Life,5,images/666.jpg,American singer,Ann Lee Peebles is an American singer and songwriter who gained celebrity for her Memphis soul albums of the 1970s for Hi Records. ,img,ccl
"Pennell, Joseph",PennellJoseph,Work and Industry,5,images/667.jpg,American artist,Joseph Pennell was an American artist and author.,img,wi
"Perkins, Marlin",PerkinsMarlin,Cultural and Community Life,5,images/668.jpg,American television host,Richard Marlin Perkins was an American zoologist best known as a host of the television program Mutual of Omaha's Wild Kingdom from 1963 to 1985.,img,ccl
"Petersen, George A.",PetersenGeorgeA,Political and Military History,5,,,,pmh,pmh
"Philip Dziuk, Ph.D",PhilipDziukPhD,Medicine and Science,5,,,,ms,ms
"Prang, Louis",PrangLouis,Work and Industry,5,,,,wi,wi
"Price, Sammy",PriceSammy,Cultural and Community Life,5,images/669.jpg,American jazz pianist,"Samuel Blythe Price was an American jazz, boogie-woogie and jump blues pianist and bandleader. Price's playing is dark, mellow, and relaxed rather than percussive, and he was a specialist at creating the appropriate mood and swing for blues and rhythm and blues recordings.",img,ccl
"Ralph, J.",RalphJ,Cultural and Community Life,5,,,,ccl,ccl
"Reeve, Christopher",ReeveChristopher,Cultural and Community Life,5,images/670.jpg,American actor,"Christopher D'Olier Reeve was an American actor, writer, and director. He was best known for playing the DC Comics character Superman, beginning with the acclaimed Superman, for which he won a BAFTA Award, and, reprised the role in four sequels it spawned later on which has established him being widely regarded as one of the greatest actors of all time including an appearance in the CW Superman-themed television series Smallville alongside Tom Welling.
",img,ccl
